Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,hit_year
spotify:track:5KCbr5ndeby4y4ggthdiAb,Wonder,Wonder,Shawn Mendes,10/2/2020,172692,66,False,nick170708!,2024-02-01T17:29:31Z,,Shawn Mendes LP4-5 PS/ Island,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,4,2020
spotify:track:1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685;Jason Derulo,6/11/2020,171374,71,True,nick170708!,2024-02-01T17:29:31Z,,Columbia,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,4,2020
spotify:track:70rFIfYN7lU6iTgUIVP42w,my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk;blackbear,8/7/2020,138970,1,True,nick170708!,2024-02-01T17:29:31Z,,Bad Boy/Interscope Records,0.728,0.685,5,-5.096,0,0.0433,0.00391,0.0,0.152,0.33,124.934,4,2020
spotify:track:27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Midnight Sky,Miley Cyrus,8/14/2020,223279,3,False,nick170708!,2024-02-01T17:29:31Z,,RCA Records Label,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,4,2020
spotify:track:1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Heaven & Hell,Ava Max,9/18/2020,174760,73,False,nick170708!,2025-01-07T22:13:18Z,,Atlantic Records,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,4,2020
spotify:track:4NCsrTzgVfsDo8nWyP8PPc,RITMO (Bad Boys For Life),Translation,Black Eyed Peas;J Balvin,6/18/2020,214934,48,True,nick170708!,2024-02-01T17:29:31Z,"reggaeton,latin",Universal Music Division Polydor France,0.723,0.704,10,-7.088,0,0.0571,0.0259,0.00109,0.792,0.684,105.095,4,2020
spotify:track:6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled;Drake,7/17/2020,200221,67,True,nick170708!,2024-02-01T17:29:31Z,rap,OVO/We The Best/Epic,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,4,2020
spotify:track:39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,THE SCOTTS;Travis Scott;Kid Cudi,4/24/2020,165977,70,True,nick170708!,2024-02-01T17:29:31Z,rap,Cactus Jack / Epic,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4,2020
spotify:track:07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,Roddy Ricch;Mustard,12/6/2019,220486,70,True,nick170708!,2024-02-01T17:29:31Z,melodic rap,Atlantic Records,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,4,2020
spotify:track:2DEZmgHKAvm41k4J3R2E9Y,Safaera,YHLQMDLG,Bad Bunny;Jowell & Randy;Ñengo Flow,2/29/2020,295176,77,True,nick170708!,2024-02-01T17:29:31Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4,2020
spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Physical,Future Nostalgia,Dua Lipa,3/27/2020,193829,76,False,nick170708!,2024-02-01T17:29:31Z,pop,Warner Records,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,2020
spotify:track:6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry;MNEK,7/3/2020,166028,75,False,nick170708!,2024-02-01T17:29:31Z,dance pop,Atlantic Records UK,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,2020
spotify:track:7lidXGPXPYLNThITAOTlkK,You should be sad,Manic,Halsey,1/17/2020,205473,68,True,nick170708!,2024-02-01T17:29:31Z,,Capitol Records,0.591,0.585,2,-6.35,1,0.0276,0.143,0.0,0.109,0.323,110.943,4,2020
spotify:track:73SpzrcaHk0RQPFP73vqVR,No Time To Die,No Time To Die,Billie Eilish,2/13/2020,242265,77,False,nick170708!,2024-02-01T17:29:31Z,,Darkroom/Interscope Records,0.344,0.22,4,-13.218,0,0.0365,0.917,0.0107,0.0827,0.0522,70.895,4,2020
spotify:track:4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber;benny blanco,10/16/2020,149297,67,True,nick170708!,2024-02-01T17:29:31Z,,Friends Keep Secrets/Def Jam Recordings/Interscope Records,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,4,2020
spotify:track:2ygvZOXrIeVL4xZmAWJT2C,my future,my future,Billie Eilish,7/30/2020,208155,68,False,nick170708!,2024-02-01T17:29:31Z,,Darkroom/Interscope Records,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,4,2020
spotify:track:2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,Moral of the Story,Ashe,2/14/2019,201083,73,True,nick170708!,2024-02-01T17:29:31Z,,Mom+Pop,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,2020
spotify:track:4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,PARTYMOBILE,PARTYNEXTDOOR;Rihanna,3/27/2020,183219,0,True,nick170708!,2024-02-01T17:29:31Z,"dark r&b,r&b,trap soul",OVO Sound/Warner Records,0.43,0.7,6,-5.35,1,0.264,0.0902,0.0,0.216,0.731,158.373,4,2020
spotify:track:6xZ4Q2k2ompmDppyeESIY8,Level of Concern,Level of Concern,Twenty One Pilots,4/9/2020,220051,63,False,nick170708!,2024-02-01T17:29:31Z,,Fueled By Ramen,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,4,2020
spotify:track:3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),MAP OF THE SOUL : 7,BTS;Sia,2/21/2020,246816,0,False,nick170708!,2024-02-01T17:29:31Z,k-pop,BIGHIT MUSIC / HYBE,0.591,0.848,9,-4.397,0,0.0828,0.137,0.0,0.372,0.386,105.922,4,2020
spotify:track:4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA;Travis Scott,5/28/2020,129370,67,False,nick170708!,2024-02-01T17:29:31Z,"latin,rap",Columbia,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,4,2020
spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Slime & B,Chris Brown;Young Thug,5/8/2020,176960,78,True,nick170708!,2024-02-01T17:29:31Z,"r&b,rap,melodic rap,trap",Chris Brown Entertainment/300 Entertainment/RCA Records,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4,2020
spotify:track:4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,1/17/2020,180644,70,False,nick170708!,2024-02-01T17:29:31Z,,Republic Records,0.853,0.696,9,-7.206,1,0.0633,0.00852,1e-06,0.0773,0.324,113.026,4,2020
spotify:track:4DpNNXFMMxQEKl7r0ykkWA,Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,8/14/2015,179867,75,True,nick170708!,2024-02-01T17:29:31Z,,Atlantic Records,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,4,2020
spotify:track:59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Take You Dancing,Jason Derulo,7/22/2020,190306,71,False,nick170708!,2024-02-01T17:29:31Z,,Atlantic Records,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,4,2020
spotify:track:14wf185UxfNbSy8dwt4r4q,MAMACITA,MAMACITA,Black Eyed Peas;Ozuna;J. Rey Soul,4/10/2020,249142,61,True,nick170708!,2024-02-01T17:29:31Z,"reggaeton,trap latino,latin,urbano latino",Epic,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,4,2020
spotify:track:5SWnsxjhdcEDc7LJjq9UHk,Runnin,SAVAGE MODE II,21 Savage;Metro Boomin,10/2/2020,195906,76,True,nick170708!,2024-02-01T17:29:31Z,,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4,2020
spotify:track:6AzKhCHOms83jvNVLsz0Bt,Djadja (feat. Maluma) - Remix,Djadja (feat. Maluma) [Remix],Aya Nakamura;Maluma,6/12/2020,166850,60,False,nick170708!,2024-02-01T17:29:31Z,"french r&b,pop urbaine,reggaeton,latin,urbano latino",Rec. 118,0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,4,2020
spotify:track:3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Romance,Camila Cabello;DaBaby,12/6/2019,171375,76,False,nick170708!,2024-02-01T17:29:31Z,,Syco Music/Epic,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,2020
spotify:track:7Bar1kLTmsRmH6FCKKMEyU,Hit Different,Hit Different,SZA;The Neptunes;Pharrell Williams;Ty Dolla $ign,9/4/2020,202007,67,True,nick170708!,2025-02-11T17:00:32Z,"r&b,trap soul",Top Dawg Entertainment/RCA Records,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,4,2020
spotify:track:3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,Nobody's Love,Maroon 5,7/24/2020,211253,10,False,nick170708!,2025-07-01T21:37:42Z,pop,222 Records/Interscope Records,0.486,0.567,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,4,2020
spotify:track:1dLXLETYiZohIZWnse4ypG,Better,Better,ZAYN,9/25/2020,174516,49,False,nick170708!,2025-07-01T21:37:47Z,,RCA Records Label,0.637,0.418,2,-7.137,1,0.301,0.353,0.0,0.131,0.0807,84.295,4,2020
spotify:track:58AGoOGbwsQMhBbH0eFLRR,Over Now (with The Weeknd),Over Now (with The Weeknd),Calvin Harris;The Weeknd,8/28/2020,210795,62,True,nick170708!,2025-07-01T21:37:51Z,edm,Columbia,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,4,2020
spotify:track:7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,Lose Somebody,Kygo;OneRepublic,5/15/2020,199549,60,False,nick170708!,2025-07-01T21:37:55Z,"tropical house,soft pop",Kygo,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,4,2020
spotify:track:0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,OK Not To Be OK,Marshmello;Demi Lovato,9/10/2020,159862,61,False,nick170708!,2025-07-01T21:37:58Z,edm,Joytime Collective,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,2020
spotify:track:4uqh9bualXNHXXwO2wPorc,Daisies,Daisies,Katy Perry,5/15/2020,173123,56,False,nick170708!,2025-07-01T21:38:03Z,pop,Capitol Records,0.639,0.546,1,-5.382,1,0.0407,0.0837,0.0,0.122,0.149,122.179,4,2020
spotify:track:7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,Mad at Disney,salem ilese,7/24/2020,136838,0,False,nick170708!,2025-07-01T21:38:14Z,,"Homemade Projects, LLC / TenThousand Projects",0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,4,2020
spotify:track:0jT8Nl0shPS8115is0wD2Q,Favorito,Por Primera Vez,Camilo,4/17/2020,209765,71,False,nick170708!,2025-07-01T21:38:18Z,"colombian pop,pop urbano",Sony Music Latin,0.606,0.853,9,-2.975,1,0.0545,0.237,0.0,0.251,0.822,178.043,4,2020
spotify:track:4POHzEwNTCYaIvqCUp3NnO,Old Me,CALM,5 Seconds of Summer,3/27/2020,186785,0,True,nick170708!,2025-07-01T21:38:25Z,,5 Seconds Of Summer/Interscope,0.721,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.473,127.979,4,2020
spotify:track:2IHLaN6wwYKQ3S24NsQqpA,I Love Me,I Love Me,Demi Lovato,3/6/2020,203672,52,True,nick170708!,2025-07-01T21:38:28Z,,Island Records,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,4,2020
spotify:track:7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!","Ay, DiOs Mío!",KAROL G,7/10/2020,189653,63,False,nick170708!,2025-07-01T21:38:39Z,"reggaeton,latin,urbano latino",UMLE - Latino,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,4,2020
spotify:track:35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled;Drake,7/16/2020,218901,69,True,nick170708!,2025-07-01T21:38:43Z,rap,OVO/We The Best/Epic,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,4,2020
spotify:track:5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,Me Gusta,Shakira;Anuel AA,1/13/2020,190570,66,False,nick170708!,2025-07-01T21:38:47Z,"latin pop,reggaeton,trap latino,urbano latino,latin",Sony Music Latin,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,4,2020
spotify:track:4QnC1bIaMSfDQvF4XDhV5M,Boyfriend,Rare (Deluxe),Selena Gomez,4/9/2020,161188,50,False,nick170708!,2025-07-01T21:38:49Z,,Interscope Records,0.811,0.512,2,-6.381,1,0.17,0.218,0.0262,0.0767,0.346,92.047,4,2020
spotify:track:463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),The Other Side (from Trolls World Tour),SZA;Justin Timberlake,2/26/2020,188186,59,False,nick170708!,2025-07-01T21:38:52Z,r&b,RCA Records Label,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,4,2020
spotify:track:6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),Legends Never Die,Juice WRLD;The Weeknd,7/10/2020,196180,68,True,nick170708!,2025-07-01T21:39:03Z,"melodic rap,emo rap",Grade A Productions/Interscope Records,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,4,2020
spotify:track:0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,Know Your Worth,Khalid;Disclosure,2/4/2020,181436,63,False,nick170708!,2025-07-01T21:39:19Z,house,"Right Hand Music Group, LLC/RCA Records",0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,4,2020
spotify:track:6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas;J Balvin,10/12/2019,221714,69,True,nick170708!,2025-07-01T21:39:35Z,"reggaeton,latin",Epic/We The Best,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4,2020
spotify:track:1fipvP2zmef6vN2IwXfJhY,Im Ready (with Demi Lovato),Im Ready (with Demi Lovato),Sam Smith;Demi Lovato,4/16/2020,200838,51,False,nick170708!,2025-07-01T21:40:08Z,soft pop,PLG - Capitol,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,4,2020
spotify:track:7lPN2DXiMsVn7XUKtOW1CS,drivers license,drivers license,Olivia Rodrigo,1/8/2021,242013,24,True,nick170708!,2021-05-18T14:44:57Z,,Olivia Rodrigo PS,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4,2021
spotify:track:37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd;Ariana Grande,4/23/2021,191013,79,False,nick170708!,2021-05-18T14:45:46Z,pop,Republic Records,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4,2021
spotify:track:463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa;DaBaby,10/1/2020,203064,67,False,nick170708!,2021-05-18T14:45:31Z,pop,Warner Records,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,2021
spotify:track:748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat;SZA,4/9/2021,208866,8,True,nick170708!,2021-05-18T14:46:10Z,r&b,Kemosabe Records/RCA Records,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4,2021
spotify:track:61KpQadow081I2AsbeLcsb,deja vu,deja vu,Olivia Rodrigo,4/1/2021,215507,12,True,nick170708!,2021-05-18T14:46:36Z,,Olivia Rodrigo PS,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,4,2021
spotify:track:4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber;Daniel Caesar;GIV?ON,3/19/2021,198081,81,True,nick170708!,2021-05-18T14:45:20Z,r&b,RBMG/Def Jam,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,2021
spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Easy On Me,Adele,10/14/2021,224694,78,False,nick170708!,2021-10-14T23:59:01Z,soft pop,Columbia,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,2021
spotify:track:6PERP62TejQjgHu81OHxgM,good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,178147,23,True,nick170708!,2021-05-18T14:57:24Z,,Olivia Rodrigo PS,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,4,2021
spotify:track:7MAibcTli4IisCtbHKrGMh,Leave The Door Open,Leave The Door Open,Bruno Mars;Anderson .Paak;Silk Sonic,3/5/2021,242096,3,False,nick170708!,2021-05-18T14:45:25Z,,Aftermath Entertainment/Atlantic,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,2021
spotify:track:5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,7/9/2021,141805,81,True,nick170708!,2021-07-15T13:37:41Z,,Columbia,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,2021
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,TAKE TIME,GIV?ON,3/27/2020,198370,78,False,nick170708!,2021-05-18T14:46:25Z,r&b,Epic/Not So Fast,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,2021
spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,Pain,to hell with it,PinkPantheress,10/15/2021,98544,81,False,nick170708!,2025-07-01T21:33:46Z,bedroom pop,Parlophone UK,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4,2021
spotify:track:0k4d5YPDr1r7FX77VdqWez,You Right,Planet Her,Doja Cat;The Weeknd,6/25/2021,186173,81,True,nick170708!,2021-06-27T17:07:18Z,,Kemosabe Records/RCA Records,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,2021
spotify:track:4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,298899,84,True,nick170708!,2021-10-04T12:30:50Z,,Darkroom/Interscope Records,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,2021
spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin',Chosen,Måneskin,12/8/2017,211560,85,False,nick170708!,2021-07-21T22:37:11Z,,RCA Records Label,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,2021
spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Good Days,SZA,12/25/2020,279203,73,True,nick170708!,2021-05-18T14:46:18Z,r&b,Top Dawg Entertainment/RCA Records,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4,2021
spotify:track:67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/31/2021,137875,70,True,nick170708!,2021-05-18T14:45:13Z,,Columbia,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,4,2021
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Planet Her,Doja Cat,6/25/2021,172626,84,True,nick170708!,2021-09-10T01:59:50Z,,Kemosabe Records/RCA Records,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,2021
spotify:track:6Im9k8u9iIzKMrmV7BWtlF,34+35,Positions,Ariana Grande,10/30/2020,173710,77,True,nick170708!,2021-05-18T14:45:36Z,pop,Republic Records,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,2021
spotify:track:6tDDoYIxWvMLTdKpjFkc1B,telepatía,Sin Miedo (del Amor y Otros Demonios) ?,Kali Uchis,12/4/2020,160191,83,False,nick170708!,2021-05-18T14:46:30Z,,EMI / Interscope,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,4,2021
spotify:track:0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,12/11/2020,214706,74,False,nick170708!,2021-05-18T14:47:49Z,,Taylor Swift,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,2021
spotify:track:60ynsPSSKe6O3sfwRnIBRf,Streets,Hot Pink,Doja Cat,11/7/2019,226978,84,True,nick170708!,2021-05-18T14:46:49Z,,Kemosabe Records/RCA Records,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,2021
spotify:track:2rrq3SGYxk90xLx5fMmPhZ,I Must Apologise,to hell with it,PinkPantheress,10/15/2021,108373,74,False,nick170708!,2025-10-20T22:26:23Z,bedroom pop,Parlophone UK,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,4,2021
spotify:track:6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Bad Habits,Ed Sheeran,6/25/2021,231041,9,False,nick170708!,2021-06-27T17:07:07Z,soft pop,Atlantic Records UK,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,4,2021
spotify:track:3VqeTFIvhxu3DIe4eZVzGq,Butter,Butter,BTS,5/21/2021,164441,1,False,nick170708!,2021-05-21T14:38:14Z,k-pop,BIGHIT MUSIC / HYBE,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,2021
spotify:track:3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,1/6/2021,132780,71,True,nick170708!,2021-05-18T14:46:00Z,,Elektra (NEK),0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4,2021
spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Certified Lover Boy,Drake;Travis Scott,9/3/2021,291175,81,True,nick170708!,2021-09-10T01:59:42Z,rap,OVO,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,2021
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,3/19/2021,173346,83,True,nick170708!,2021-07-21T22:37:20Z,,RCA Records Label,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,2021
spotify:track:10hcDov7xmcRviA8jLwEaI,Need to Know,Need to Know,Doja Cat,6/11/2021,210560,1,True,nick170708!,2021-06-13T16:05:36Z,,Kemosabe Records/RCA Records,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,2021
spotify:track:2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,145800,76,True,nick170708!,2021-10-04T12:30:39Z,"afrobeats,afrobeat,afro r&b,afropop",Chocolate City Music,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4,2021
spotify:track:3UoULw70kMsiVXxW0L3A33,pov,Positions,Ariana Grande,10/30/2020,201882,76,False,nick170708!,2021-05-18T14:51:47Z,pop,Republic Records,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,4,2021
spotify:track:5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,11/12/2021,613026,81,True,nick170708!,2021-12-02T00:47:43Z,,Taylor Swift,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,4,2021
spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,SOUR,Olivia Rodrigo,5/21/2021,152666,82,False,nick170708!,2024-04-15T23:46:06Z,,Olivia Rodrigo PS,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,4,2021
spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,My Universe,Coldplay;BTS,9/24/2021,228000,74,False,nick170708!,2021-10-04T12:30:24Z,k-pop,Parlophone UK,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,4,2021
spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY,LALISA,LISA,9/10/2021,168227,73,True,nick170708!,2023-04-21T20:30:38Z,k-pop,YG Entertainment/Interscope Records,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,4,2021
spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),MONTERO,Lil Nas X;Jack Harlow,9/17/2021,212352,75,True,nick170708!,2022-05-16T17:09:07Z,,Columbia,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,2021
spotify:track:0RbW8kWozrVSIGb4V13o0o,Hurricane,Donda,Kanye West,8/29/2021,243187,20,False,nick170708!,2021-09-10T02:00:08Z,rap,Rock The World/IDJ/Kanye LP7,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,4,2021
spotify:track:4u4NyuceXP7Uzh7XFJKCr1,Hold On,Hold On,Justin Bieber,3/5/2021,170813,65,False,nick170708!,2021-05-18T14:48:22Z,,RBMG/Def Jam,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,4,2021
spotify:track:4fSIb4hdOQ151TILNsSEaF,Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,199604,73,True,nick170708!,2021-06-08T15:35:59Z,"reggaeton,urbano latino,trap latino,latin",Sony Music Latin/Duars Entertainment,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4,2021
