Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,hit_year
spotify:track:2sXf2JdbB2GlNju00kw9WE,Skate,Skate,Bruno Mars;Anderson .Paak;Silk Sonic,7/30/2021,203122,1,False,nick170708!,2021-09-20T03:13:58Z,,Aftermath Entertainment/Atlantic,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,2021
spotify:track:1mSdbey7RstGLY2udgXv74,Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid;Justin Bieber;Tems,8/13/2021,263288,58,False,nick170708!,2024-05-11T14:16:11Z,"afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano,alté",Starboy/RCA Records,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,4,2021
spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Your Power,Your Power,Billie Eilish,4/29/2021,245896,1,False,nick170708!,2021-06-08T15:35:11Z,,Darkroom/Interscope Records,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,4,2021
spotify:track:3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Dreamland,Glass Animals,8/7/2020,238805,86,False,nick170708!,2021-09-20T03:13:36Z,,Polydor Records,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,2021
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,The Business,Tiësto,9/16/2020,164000,74,False,nick170708!,2021-05-18T14:49:47Z,"edm,trance,big room",Atlantic Records,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,2021
spotify:track:1XXimziG1uhM0eDNCZCrUl,Up,Up,Cardi B,2/5/2021,156944,66,True,nick170708!,2021-05-18T14:46:05Z,,Atlantic Records,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4,2021
spotify:track:079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),Revelación - EP,Selena Gomez;Rauw Alejandro,3/12/2021,186087,65,False,nick170708!,2021-05-18T14:47:20Z,"reggaeton,urbano latino,trap latino,latin",Selena Gomez Latin Project,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,2021
spotify:track:2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,Bad Bunny,6/4/2021,206710,79,True,nick170708!,2021-06-08T15:35:17Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,2021
spotify:track:0A1hoCfMLkiAgvhWkkucJa,Body,Good News,Megan Thee Stallion,11/20/2020,171067,67,True,nick170708!,2021-05-18T14:50:45Z,,300 Entertainment,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,4,2021
spotify:track:35mvY5S1H3J2QZyna3TFe0,positions,Positions,Ariana Grande,10/30/2020,172324,80,True,nick170708!,2021-05-18T14:47:34Z,pop,Republic Records,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4,2021
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,5/21/2021,229226,87,False,nick170708!,2022-08-28T19:58:38Z,,Olivia Rodrigo PS,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,2021
spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,Arcade (feat. FLETCHER),Small Town Boy,Duncan Laurence;FLETCHER,11/27/2020,187453,68,False,nick170708!,2021-12-03T17:58:17Z,,"Universal Music, a division of Universal International Music BV",0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3,2021
spotify:track:7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Build a Bitch,Bella Poarch,5/14/2021,122772,68,True,nick170708!,2021-06-08T15:35:41Z,,Warner Records,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,2021
spotify:track:5vGLcdRuSbUhD8ScwsGSdA,Whoopty,Whoopty,CJ,8/20/2020,123262,63,True,nick170708!,2021-05-18T14:48:36Z,dembow,CJ Music Group/T-Series,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,4,2021
spotify:track:4MzXwWMhyBbmu6hOcLVD49,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny;JHAYCO,11/27/2020,205090,77,True,nick170708!,2021-05-18T14:47:30Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,2021
spotify:track:6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5;Megan Thee Stallion,3/3/2021,227395,29,False,nick170708!,2021-05-18T14:49:23Z,pop,222 Records/Interscope Records,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,4,2021
spotify:track:75MNhvTCCKsST3YqqUiU9r,Shivers,Shivers,Ed Sheeran,9/13/2021,207853,11,False,nick170708!,2021-10-04T12:30:31Z,soft pop,Atlantic Records UK,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,2021
spotify:track:3KdoeNlEN0BoAKWzaRLNZa,Solar Power,Solar Power,Lorde,6/10/2021,192621,0,False,nick170708!,2021-06-13T16:05:30Z,,Universal Music New Zealand Limited,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,4,2021
spotify:track:1diS6nkxMQc3wwC4G1j0bh,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2/11/2021,165506,68,False,nick170708!,2021-05-18T14:46:43Z,pop,Warner Records,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,4,2021
spotify:track:1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),WITHOUT YOU (with Miley Cyrus),The Kid LAROI;Miley Cyrus,4/30/2021,161384,61,True,nick170708!,2021-05-18T14:47:02Z,,Columbia,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,4,2021
spotify:track:3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylors Version),Love Story (Taylors Version),Taylor Swift,2/12/2021,235766,77,False,nick170708!,2021-05-18T14:48:31Z,,Taylor Swift,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,4,2021
spotify:track:1fxYz1s15pyZLsJT0Hdh1m,late at night,late at night,Roddy Ricch,6/4/2021,174682,58,True,nick170708!,2022-08-27T14:17:30Z,melodic rap,Atlantic Records,0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,4,2021
spotify:track:3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Destined 2 Win,Lil Tjay;6LACK,4/2/2021,205458,76,True,nick170708!,2021-05-18T14:47:15Z,"brooklyn drill,melodic rap",Columbia,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,2021
spotify:track:18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,Hall of Fame,Polo G,6/11/2021,165925,76,True,nick170708!,2022-07-28T21:26:48Z,,Columbia,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,4,2021
spotify:track:37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake;Lil Baby,9/3/2021,221979,77,True,nick170708!,2021-09-20T03:13:11Z,rap,OVO,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,4,2021
spotify:track:4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),El Dorado,24kGoldn;iann dior,3/26/2021,140525,78,True,nick170708!,2021-05-18T14:48:07Z,melodic rap,Records/Columbia,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,4,2021
spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,Dinero,Dinero,Trinidad Cardona,2/2/2018,160880,67,True,nick170708!,2024-09-17T19:29:11Z,,Run It Up Records/Island,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,4,2021
spotify:track:2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny;ROSALÍA,11/27/2020,203200,78,False,nick170708!,2021-05-18T14:49:16Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,4,2021
spotify:track:31qCy5ZaophVA81wtlwLc4,Anyone,Anyone,Justin Bieber,1/1/2021,190779,66,False,nick170708!,2021-05-18T14:46:58Z,,RBMG/Def Jam,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4,2021
spotify:track:07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY;WILLOW;Tyler Cole,3/13/2020,162680,74,True,nick170708!,2022-05-15T19:44:18Z,,"MSFTSMusic / Roc Nation Records, LLC",0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,2021
spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Afterglow,Ed Sheeran,12/21/2020,185486,67,False,nick170708!,2021-05-18T14:47:40Z,soft pop,Atlantic Records UK,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,2021
spotify:track:1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,TRANSLATION,Black Eyed Peas;Shakira,11/2/2020,222522,79,True,nick170708!,2021-05-18T14:48:58Z,latin pop,Epic,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,4,2021
spotify:track:7vrJn5hDSXRmdXoR30KgF1,BICHOTA,BICHOTA,KAROL G,10/23/2020,178946,65,True,nick170708!,2021-05-18T14:48:17Z,"reggaeton,latin,urbano latino",UMLE - Latino,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,2021
spotify:track:1xK1Gg9SxG8fy2Ya373oqb,Bandido,Bandido,Myke Towers;Juhn,12/10/2020,232853,69,False,nick170708!,2021-05-18T14:48:46Z,"reggaeton,trap latino,urbano latino",White World Music,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,4,2021
spotify:track:5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus;Dua Lipa,11/20/2020,169333,1,False,nick170708!,2021-05-18T14:49:06Z,pop,RCA Records Label,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4,2021
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,The Weeknd,3/20/2020,200040,90,False,nick170708!,2021-05-18T14:49:10Z,,Republic Records,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,4,2021
spotify:track:78ul3D77noQsYjSwvwiPU1,Break It Off - Bonus,to hell with it,PinkPantheress,10/15/2021,96133,72,False,nick170708!,2025-10-20T22:26:27Z,bedroom pop,Parlophone UK,0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,4,2021
spotify:track:3eZYOQO4UzKrUDYDghtnFw,test drive,Positions (Deluxe),Ariana Grande,2/19/2021,122174,62,False,nick170708!,2021-05-18T14:49:35Z,pop,Republic Records,0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,0.322,115.036,4,2021
spotify:track:02kDW379Yfd5PzW5A6vuGt,Lemonade,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money;Gunna;Don Toliver;NAV,8/14/2020,195428,3,True,nick170708!,2021-05-18T14:50:01Z,melodic rap,Internet Money Records/ TenThousand Projects,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,4,2021
spotify:track:6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,12/13/2019,173991,83,False,nick170708!,2021-05-18T14:49:54Z,,Columbia,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,2021
spotify:track:2xdwCJLfKCkat14mlgR26M,Lost Cause,Lost Cause,Billie Eilish,6/2/2021,212496,0,True,nick170708!,2021-06-08T15:35:29Z,,Darkroom/Interscope Records,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,4,2021
spotify:track:3XoflnowYPFRPOh3uFvHcm,Selfish Love (with Selena Gomez),Selfish Love (with Selena Gomez),DJ Snake;Selena Gomez,3/4/2021,168648,54,False,nick170708!,2021-05-18T14:50:06Z,,DJ Snake Music Productions Limited,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,4,2021
spotify:track:5TnQ453LtEy08EwrIUtB1e,What You Know Bout Love,LOVE,Pop Smoke,5/14/2021,160000,0,True,nick170708!,2021-05-18T14:50:20Z,"brooklyn drill,new york drill,drill",UME - Global Clearing House,0.584,0.547,7,-8.502,0,0.382,0.655,1.64e-06,0.134,0.56,83.917,4,2021
spotify:track:4saklk6nie3yiGePpBwUoc,Dynamite,BE,BTS,11/20/2020,199053,3,False,nick170708!,2021-05-18T14:50:27Z,k-pop,BIGHIT MUSIC / HYBE,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,2021
spotify:track:6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry;MNEK,7/3/2020,166028,75,False,nick170708!,2021-05-18T14:50:33Z,dance pop,Atlantic Records UK,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,2021
spotify:track:2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie;Doja Cat,1/7/2021,155883,66,True,nick170708!,2021-05-18T14:50:51Z,,ICY/Warner Records,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4,2021
spotify:track:3aQem4jVGdhtg116TmJnHz,Whats Next,Scary Hours 2,Drake,3/5/2021,178153,67,True,nick170708!,2021-05-18T14:51:05Z,rap,OVO,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4,2021
spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,R,ROSÉ,3/12/2021,168085,67,False,nick170708!,2021-05-18T14:51:11Z,k-pop,YG Entertainment/Interscope Records,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4,2021
spotify:track:6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),Justice,Justin Bieber;Khalid,3/19/2021,174406,61,False,nick170708!,2021-05-18T14:51:35Z,,RBMG/Def Jam,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,4,2021
spotify:track:0LThjFY2iTtNdd4wviwVV2,Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,187585,1,False,nick170708!,2021-07-15T13:37:48Z,k-pop,BIGHIT MUSIC,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,2021
spotify:track:0BI0hfbmqybnd3TezrDME3,Met Him Last Night (feat. Ariana Grande),Dancing With The DevilThe Art of Starting Over,Demi Lovato;Ariana Grande,4/2/2021,204631,52,True,nick170708!,2021-05-18T14:51:43Z,pop,Island Records,0.538,0.512,4,-4.548,0,0.0262,0.22,0.0,0.101,0.12,144.978,4,2021
spotify:track:1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole;21 Savage;Morray,5/14/2021,218801,72,True,nick170708!,2021-05-21T14:38:34Z,rap,"Dreamville, Inc., Under exclusive license to Roc Nation Records",0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,4,2021
spotify:track:1QL7nSDZCwZMnbisV4KOXt,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW;Travis Barker,4/27/2021,168030,62,True,nick170708!,2021-09-20T03:14:28Z,rap rock,"MSFTSMusic / Roc Nation Records, LLC",0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,4,2021
spotify:track:40uMIn2zJLAQhNXghRjBed,Motley Crew,Motley Crew,Post Malone,7/9/2021,184213,67,True,nick170708!,2021-07-15T13:37:55Z,,Republic Records,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,4,2021
spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Pepas,Pepas,Farruko,6/24/2021,287120,78,True,nick170708!,2021-09-10T02:00:13Z,"reggaeton,trap latino",Sony Music Latin,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,2021
spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,143901,74,True,nick170708!,2021-09-20T03:13:06Z,,Columbia,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,2021
spotify:track:6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Rumors (feat. Cardi B),Lizzo;Cardi B,8/13/2021,172832,59,True,nick170708!,2021-09-20T03:13:52Z,,Nice Life/Atlantic,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,4,2021
spotify:track:4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello;Jonas Brothers,5/21/2021,154983,81,False,nick170708!,2021-12-03T17:57:52Z,edm,Republic Records,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,2021
spotify:track:2plRom0urixt6BE8t7kOhQ,Girl From Rio,Girl From Rio,Anitta,4/29/2021,194421,51,False,nick170708!,2021-12-03T17:58:03Z,"brazilian pop,funk pop,brazilian funk,funk carioca",Warner Records,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059,4,2021
spotify:track:0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes;Tainy,8/20/2021,184104,67,False,nick170708!,2022-05-15T19:41:54Z,reggaeton,Shawn Mendes LP4-5 PS/ Island,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,4,2021
spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,5/28/2021,161803,73,False,nick170708!,2022-05-15T19:44:24Z,,Atlantic Records,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,2021
spotify:track:3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3;Doja Cat,4/23/2021,175238,64,True,nick170708!,2022-05-15T19:44:34Z,,Not specified,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,4,2021
spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Donda,Kanye West,8/29/2021,226652,72,False,nick170708!,2022-05-15T19:44:50Z,rap,Rock The World/IDJ/Kanye LP7,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,4,2021
spotify:track:4LRPiXqCikLlN15c3yImP7,As It Was,As It Was,Harry Styles,3/31/2022,167303,21,False,nick170708!,2022-03-31T23:20:52Z,,Columbia,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,2022
spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Midnights,Taylor Swift,10/21/2022,200690,80,False,nick170708!,2022-10-22T16:50:41Z,,Taylor Swift,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,4,2022
spotify:track:02MWAaffLxlfxAUY7c5dvx,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,8/6/2020,238805,17,False,nick170708!,2022-01-16T05:45:02Z,,Polydor Records,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,2022
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Gemini Rights,Steve Lacy,7/15/2022,232114,83,True,nick170708!,2022-07-23T17:36:31Z,,L-M Records/RCA Records,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4,2022
spotify:track:27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,7/23/2021,212000,74,True,nick170708!,2023-01-10T13:45:01Z,,Columbia,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,2022
spotify:track:3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith;Kim Petras,9/22/2022,156943,77,False,nick170708!,2022-09-23T21:23:27Z,soft pop,Capitol Records UK / EMI,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4,2022
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,5/6/2022,243716,84,True,nick170708!,2022-11-28T15:03:29Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,2022
spotify:track:29d0nY7TzCoi22XBqDQkiP,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),Kate Bush,9/16/1985,300840,4,False,nick170708!,2022-06-24T17:17:24Z,"art pop,baroque pop,art rock",Rhino,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,2022
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,Beyoncé,7/29/2022,225388,74,True,nick170708!,2022-09-24T04:03:17Z,,Parkwood Entertainment/Columbia,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,2022
spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),Paradise Again,Swedish House Mafia;The Weeknd,4/15/2022,234000,83,False,nick170708!,2025-01-10T21:51:05Z,edm,Republic Records,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,2022
spotify:track:2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,142839,77,True,nick170708!,2025-11-08T13:57:11Z,"phonk,drift phonk,brazilian phonk",INTERWORLD,0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,4,2022
spotify:track:1rDQ4oMwGJI7B4tovsBOxc,First Class,First Class,Jack Harlow,4/8/2022,173947,14,True,nick170708!,2022-04-08T22:08:21Z,,Generation Now/Atlantic,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,2022
spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry's House,Harry Styles,5/20/2022,177954,76,False,nick170708!,2022-05-20T03:30:43Z,,Columbia,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4,2022
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,5/21/2021,229226,87,False,nick170708!,2023-06-29T12:39:02Z,,Olivia Rodrigo PS,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,2022
spotify:track:6I3mqTwhRpn34SLVafSH7G,Ghost,Justice,Justin Bieber,3/19/2021,153190,84,False,nick170708!,2022-01-16T05:48:27Z,,RBMG/Def Jam,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,2022
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,6/10/2022,233456,8,False,nick170708!,2022-06-19T18:50:15Z,,88rising Music/Warner Records,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,2022
spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,228013,86,False,nick170708!,2024-08-31T05:39:13Z,"country,red dirt",Warner Records,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,2022
spotify:track:0mL82sxCRjrs3br407IdJh,Is There Someone Else?,Dawn FM,The Weeknd,1/6/2022,199111,81,False,nick170708!,2024-02-02T17:30:27Z,,XO / Republic Records,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,4,2022
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52/66","Quevedo: Bzrp Music Sessions, Vol. 52/66",Bizarrap;Quevedo,7/6/2022,198937,81,False,nick170708!,2022-07-22T04:23:49Z,"argentine trap,trap latino,urbano latino",DALE PLAY Records,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4,2022
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny;Chencho Corleone,5/6/2022,178567,82,True,nick170708!,2022-06-19T18:50:09Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,2022
spotify:track:2FeBslNBMdR9V58uv6hd2t,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,195950,22,True,nick170708!,2022-05-15T16:16:02Z,"hip hop,west coast hip hop",pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,2022
spotify:track:3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake;21 Savage,6/17/2022,218364,81,True,nick170708!,2022-07-04T13:53:21Z,rap,OVO,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,2022
spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,About Damn Time,Lizzo,4/14/2022,191822,15,True,nick170708!,2022-05-05T02:49:52Z,,Nice Life/Atlantic,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,2022
spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,Midnights,Taylor Swift,10/21/2022,202395,72,True,nick170708!,2022-11-28T15:06:30Z,,Taylor Swift,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,4,2022
