track_name,artist_names,release_date,duration_ms,popularity,explicit,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit_year,release_year,hit
The Other Side (from Trolls World Tour),SZA;Justin Timberlake,2020-02-26,188186,59,False,2025-07-01T21:38:52Z,r&b,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,4,2020,2020,0
Smile (with The Weeknd),Juice WRLD;The Weeknd,2020-07-10,196180,68,True,2025-07-01T21:39:03Z,"melodic rap,emo rap",0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,4,2020,2020,0
Know Your Worth,Khalid;Disclosure,2020-02-04,181436,63,False,2025-07-01T21:39:19Z,house,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,4,2020,2020,0
Im Ready (with Demi Lovato),Sam Smith;Demi Lovato,2020-04-16,200838,51,False,2025-07-01T21:40:08Z,soft pop,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,4,2020,2020,0
drivers license,Olivia Rodrigo,2021-01-08,242013,24,True,2021-05-18T14:44:57Z,unknown,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4,2021,2021,0
Save Your Tears (with Ariana Grande) (Remix),The Weeknd;Ariana Grande,2021-04-23,191013,79,False,2021-05-18T14:45:46Z,pop,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4,2021,2021,1
Levitating (feat. DaBaby),Dua Lipa;DaBaby,2020-10-01,203064,67,False,2021-05-18T14:45:31Z,pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,2021,2020,0
Kiss Me More (feat. SZA),Doja Cat;SZA,2021-04-09,208866,8,True,2021-05-18T14:46:10Z,r&b,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4,2021,2021,0
deja vu,Olivia Rodrigo,2021-04-01,215507,12,True,2021-05-18T14:46:36Z,unknown,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,4,2021,2021,0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;GIV?ON,2021-03-19,198081,81,True,2021-05-18T14:45:20Z,r&b,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,2021,2021,1
Easy On Me,Adele,2021-10-14,224694,78,False,2021-10-14T23:59:01Z,soft pop,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,2021,2021,1
good 4 u,Olivia Rodrigo,2021-05-14,178147,23,True,2021-05-18T14:57:24Z,unknown,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,4,2021,2021,0
Leave The Door Open,Bruno Mars;Anderson .Paak;Silk Sonic,2021-03-05,242096,3,False,2021-05-18T14:45:25Z,unknown,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,2021,2021,0
STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,2021-07-09,141805,81,True,2021-07-15T13:37:41Z,unknown,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,2021,2021,1
Heartbreak Anniversary,GIV?ON,2020-03-27,198370,78,False,2021-05-18T14:46:25Z,r&b,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,2021,2020,1
Pain,PinkPantheress,2021-10-15,98544,81,False,2025-07-01T21:33:46Z,bedroom pop,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4,2021,2021,1
You Right,Doja Cat;The Weeknd,2021-06-25,186173,81,True,2021-06-27T17:07:18Z,unknown,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,2021,2021,1
Happier Than Ever,Billie Eilish,2021-07-30,298899,84,True,2021-10-04T12:30:50Z,unknown,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,2021,2021,1
Beggin',Måneskin,2017-12-08,211560,85,False,2021-07-21T22:37:11Z,unknown,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,2021,2017,1
Good Days,SZA,2020-12-25,279203,73,True,2021-05-18T14:46:18Z,r&b,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4,2021,2020,1
MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,70,True,2021-05-18T14:45:13Z,unknown,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,4,2021,2021,1
Woman,Doja Cat,2021-06-25,172626,84,True,2021-09-10T01:59:50Z,unknown,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,2021,2021,1
34+35,Ariana Grande,2020-10-30,173710,77,True,2021-05-18T14:45:36Z,pop,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,2021,2020,1
telepatía,Kali Uchis,2020-12-04,160191,83,False,2021-05-18T14:46:30Z,unknown,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,4,2021,2020,1
willow,Taylor Swift,2020-12-11,214706,74,False,2021-05-18T14:47:49Z,unknown,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,2021,2020,1
Streets,Doja Cat,2019-11-07,226978,84,True,2021-05-18T14:46:49Z,unknown,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,2021,2019,1
I Must Apologise,PinkPantheress,2021-10-15,108373,74,False,2025-10-20T22:26:23Z,bedroom pop,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,4,2021,2021,1
Bad Habits,Ed Sheeran,2021-06-25,231041,9,False,2021-06-27T17:07:07Z,soft pop,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,4,2021,2021,0
Butter,BTS,2021-05-21,164441,1,False,2021-05-21T14:38:14Z,k-pop,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,2021,2021,0
Astronaut In The Ocean,Masked Wolf,2021-01-06,132780,71,True,2021-05-18T14:46:00Z,unknown,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4,2021,2021,1
Fair Trade (with Travis Scott),Drake;Travis Scott,2021-09-03,291175,81,True,2021-09-10T01:59:42Z,rap,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,2021,2021,1
I WANNA BE YOUR SLAVE,Måneskin,2021-03-19,173346,83,True,2021-07-21T22:37:20Z,unknown,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,2021,2021,1
Need to Know,Doja Cat,2021-06-11,210560,1,True,2021-06-13T16:05:36Z,unknown,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,2021,2021,0
love nwantiti (ah ah ah),CKay,2019-08-30,145800,76,True,2021-10-04T12:30:39Z,"afrobeats,afrobeat,afro r&b,afropop",0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4,2021,2019,1
pov,Ariana Grande,2020-10-30,201882,76,False,2021-05-18T14:51:47Z,pop,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,4,2021,2020,1
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021-11-12,613026,81,True,2021-12-02T00:47:43Z,unknown,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,4,2021,2021,1
favorite crime,Olivia Rodrigo,2021-05-21,152666,82,False,2024-04-15T23:46:06Z,unknown,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,4,2021,2021,1
My Universe,Coldplay;BTS,2021-09-24,228000,74,False,2021-10-04T12:30:24Z,k-pop,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,4,2021,2021,1
MONEY,LISA,2021-09-10,168227,73,True,2023-04-21T20:30:38Z,k-pop,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,4,2021,2021,1
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,2021-09-17,212352,75,True,2022-05-16T17:09:07Z,unknown,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,2021,2021,1
Hurricane,Kanye West,2021-08-29,243187,20,False,2021-09-10T02:00:08Z,rap,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,4,2021,2021,0
Hold On,Justin Bieber,2021-03-05,170813,65,False,2021-05-18T14:48:22Z,unknown,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,4,2021,2021,0
Todo De Ti,Rauw Alejandro,2021-05-20,199604,73,True,2021-06-08T15:35:59Z,"reggaeton,urbano latino,trap latino,latin",0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4,2021,2021,1
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,2021-07-30,203122,1,False,2021-09-20T03:13:58Z,unknown,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,2021,2021,0
Essence (feat. Justin Bieber & Tems),Wizkid;Justin Bieber;Tems,2021-08-13,263288,58,False,2024-05-11T14:16:11Z,"afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano,alté",0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,4,2021,2021,0
Your Power,Billie Eilish,2021-04-29,245896,1,False,2021-06-08T15:35:11Z,unknown,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,4,2021,2021,0
Heat Waves,Glass Animals,2020-08-07,238805,86,False,2021-09-20T03:13:36Z,unknown,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,2021,2020,1
The Business,Tiësto,2020-09-16,164000,74,False,2021-05-18T14:49:47Z,"edm,trance,big room",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,2021,2020,1
Up,Cardi B,2021-02-05,156944,66,True,2021-05-18T14:46:05Z,unknown,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4,2021,2021,0
Baila Conmigo (with Rauw Alejandro),Selena Gomez;Rauw Alejandro,2021-03-12,186087,65,False,2021-05-18T14:47:20Z,"reggaeton,urbano latino,trap latino,latin",0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,2021,2021,0
Yonaguni,Bad Bunny,2021-06-04,206710,79,True,2021-06-08T15:35:17Z,"reggaeton,trap latino,urbano latino,latin",0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,2021,2021,1
Body,Megan Thee Stallion,2020-11-20,171067,67,True,2021-05-18T14:50:45Z,unknown,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,4,2021,2020,0
traitor,Olivia Rodrigo,2021-05-21,229226,87,False,2022-08-28T19:58:38Z,unknown,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,2021,2021,1
Arcade (feat. FLETCHER),Duncan Laurence;FLETCHER,2020-11-27,187453,68,False,2021-12-03T17:58:17Z,unknown,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3,2021,2020,0
Build a Bitch,Bella Poarch,2021-05-14,122772,68,True,2021-06-08T15:35:41Z,unknown,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,2021,2021,0
Whoopty,CJ,2020-08-20,123262,63,True,2021-05-18T14:48:36Z,dembow,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,4,2021,2020,0
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5;Megan Thee Stallion,2021-03-03,227395,29,False,2021-05-18T14:49:23Z,pop,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,4,2021,2021,0
Shivers,Ed Sheeran,2021-09-13,207853,11,False,2021-10-04T12:30:31Z,soft pop,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,2021,2021,0
Solar Power,Lorde,2021-06-10,192621,0,False,2021-06-13T16:05:30Z,unknown,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,4,2021,2021,0
We're Good,Dua Lipa,2021-02-11,165506,68,False,2021-05-18T14:46:43Z,pop,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,4,2021,2021,0
WITHOUT YOU (with Miley Cyrus),The Kid LAROI;Miley Cyrus,2021-04-30,161384,61,True,2021-05-18T14:47:02Z,unknown,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,4,2021,2021,0
Love Story (Taylors Version),Taylor Swift,2021-02-12,235766,77,False,2021-05-18T14:48:31Z,unknown,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,4,2021,2021,1
late at night,Roddy Ricch,2021-06-04,174682,58,True,2022-08-27T14:17:30Z,melodic rap,0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,4,2021,2021,0
Calling My Phone,Lil Tjay;6LACK,2021-04-02,205458,76,True,2021-05-18T14:47:15Z,"brooklyn drill,melodic rap",0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,2021,2021,1
RAPSTAR,Polo G,2021-06-11,165925,76,True,2022-07-28T21:26:48Z,unknown,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,4,2021,2021,1
Girls Want Girls (with Lil Baby),Drake;Lil Baby,2021-09-03,221979,77,True,2021-09-20T03:13:11Z,rap,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,4,2021,2021,1
Dinero,Trinidad Cardona,2018-02-02,160880,67,True,2024-09-17T19:29:11Z,unknown,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,4,2021,2018,0
LA NOCHE DE ANOCHE,Bad Bunny;ROSALÍA,2020-11-27,203200,78,False,2021-05-18T14:49:16Z,"reggaeton,trap latino,urbano latino,latin",0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,4,2021,2020,1
Anyone,Justin Bieber,2021-01-01,190779,66,False,2021-05-18T14:46:58Z,unknown,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4,2021,2021,0
Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,2020-03-13,162680,74,True,2022-05-15T19:44:18Z,unknown,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,2021,2020,1
Afterglow,Ed Sheeran,2020-12-21,185486,67,False,2021-05-18T14:47:40Z,soft pop,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,2021,2020,0
GIRL LIKE ME,Black Eyed Peas;Shakira,2020-11-02,222522,79,True,2021-05-18T14:48:58Z,latin pop,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,4,2021,2020,1
BICHOTA,KAROL G,2020-10-23,178946,65,True,2021-05-18T14:48:17Z,"reggaeton,latin,urbano latino",0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,2021,2020,0
Bandido,Myke Towers;Juhn,2020-12-10,232853,69,False,2021-05-18T14:48:46Z,"reggaeton,trap latino,urbano latino",0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,4,2021,2020,0
Break It Off - Bonus,PinkPantheress,2021-10-15,96133,72,False,2025-10-20T22:26:27Z,bedroom pop,0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,4,2021,2021,1
test drive,Ariana Grande,2021-02-19,122174,62,False,2021-05-18T14:49:35Z,pop,0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,0.322,115.036,4,2021,2021,0
Lemonade,Internet Money;Gunna;Don Toliver;NAV,2020-08-14,195428,3,True,2021-05-18T14:50:01Z,melodic rap,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,4,2021,2020,0
Lost Cause,Billie Eilish,2021-06-02,212496,0,True,2021-06-08T15:35:29Z,unknown,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,4,2021,2021,0
Selfish Love (with Selena Gomez),DJ Snake;Selena Gomez,2021-03-04,168648,54,False,2021-05-18T14:50:06Z,unknown,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,4,2021,2021,0
Best Friend (feat. Doja Cat),Saweetie;Doja Cat,2021-01-07,155883,66,True,2021-05-18T14:50:51Z,unknown,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4,2021,2021,0
Whats Next,Drake,2021-03-05,178153,67,True,2021-05-18T14:51:05Z,rap,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4,2021,2021,0
On The Ground,ROSÉ,2021-03-12,168085,67,False,2021-05-18T14:51:11Z,k-pop,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4,2021,2021,0
As I Am (feat. Khalid),Justin Bieber;Khalid,2021-03-19,174406,61,False,2021-05-18T14:51:35Z,unknown,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,4,2021,2021,0
Permission to Dance,BTS,2021-07-09,187585,1,False,2021-07-15T13:37:48Z,k-pop,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,2021,2021,0
Met Him Last Night (feat. Ariana Grande),Demi Lovato;Ariana Grande,2021-04-02,204631,52,True,2021-05-18T14:51:43Z,pop,0.538,0.512,4,-4.548,0,0.0262,0.22,0.0,0.101,0.12,144.978,4,2021,2021,0
m y . l i f e (with 21 Savage & Morray),J. Cole;21 Savage;Morray,2021-05-14,218801,72,True,2021-05-21T14:38:34Z,rap,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,4,2021,2021,1
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW;Travis Barker,2021-04-27,168030,62,True,2021-09-20T03:14:28Z,rap rock,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,4,2021,2021,0
Motley Crew,Post Malone,2021-07-09,184213,67,True,2021-07-15T13:37:55Z,unknown,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,4,2021,2021,0
Pepas,Farruko,2021-06-24,287120,78,True,2021-09-10T02:00:13Z,"reggaeton,trap latino",0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,2021,2021,1
THATS WHAT I WANT,Lil Nas X,2021-09-17,143901,74,True,2021-09-20T03:13:06Z,unknown,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,2021,2021,1
Rumors (feat. Cardi B),Lizzo;Cardi B,2021-08-13,172832,59,True,2021-09-20T03:13:52Z,unknown,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,4,2021,2021,0
Leave Before You Love Me (with Jonas Brothers),Marshmello;Jonas Brothers,2021-05-21,154983,81,False,2021-12-03T17:57:52Z,edm,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4,2021,2021,1
Girl From Rio,Anitta,2021-04-29,194421,51,False,2021-12-03T17:58:03Z,"brazilian pop,funk pop,brazilian funk,funk carioca",0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059,4,2021,2021,0
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes;Tainy,2021-08-20,184104,67,False,2022-05-15T19:41:54Z,reggaeton,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,4,2021,2021,0
Life Goes On,Oliver Tree,2021-05-28,161803,73,False,2022-05-15T19:44:24Z,unknown,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,2021,2021,1
Dick (feat. Doja Cat),StarBoi3;Doja Cat,2021-04-23,175238,64,True,2022-05-15T19:44:34Z,unknown,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,4,2021,2021,0
Praise God,Kanye West,2021-08-29,226652,72,False,2022-05-15T19:44:50Z,rap,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,4,2021,2021,1
As It Was,Harry Styles,2022-03-31,167303,21,False,2022-03-31T23:20:52Z,unknown,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,2022,2022,0
Anti-Hero,Taylor Swift,2022-10-21,200690,80,False,2022-10-22T16:50:41Z,unknown,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,4,2022,2022,1
Bad Habit,Steve Lacy,2022-07-15,232114,83,True,2022-07-23T17:36:31Z,unknown,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4,2022,2022,1
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,2022-09-22,156943,77,False,2022-09-23T21:23:27Z,soft pop,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4,2022,2022,1
Tití Me Preguntó,Bad Bunny,2022-05-06,243716,84,True,2022-11-28T15:03:29Z,"reggaeton,trap latino,urbano latino,latin",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,2022,2022,1
Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,1985-09-16,300840,4,False,2022-06-24T17:17:24Z,"art pop,baroque pop,art rock",0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,2022,1985,0
CUFF IT,Beyoncé,2022-07-29,225388,74,True,2022-09-24T04:03:17Z,unknown,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,2022,2022,1
Moth To A Flame (with The Weeknd),Swedish House Mafia;The Weeknd,2022-04-15,234000,83,False,2025-01-10T21:51:05Z,edm,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,2022,2022,1
METAMORPHOSIS,INTERWORLD,2021-11-25,142839,77,True,2025-11-08T13:57:11Z,"phonk,drift phonk,brazilian phonk",0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,4,2022,2021,1
First Class,Jack Harlow,2022-04-08,173947,14,True,2022-04-08T22:08:21Z,unknown,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,2022,2022,0
Late Night Talking,Harry Styles,2022-05-20,177954,76,False,2022-05-20T03:30:43Z,unknown,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4,2022,2022,1
Ghost,Justin Bieber,2021-03-19,153190,84,False,2022-01-16T05:48:27Z,unknown,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,2022,2021,1
Glimpse of Us,Joji,2022-06-10,233456,8,False,2022-06-19T18:50:15Z,unknown,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,2022,2022,0
Something in the Orange,Zach Bryan,2022-04-22,228013,86,False,2024-08-31T05:39:13Z,"country,red dirt",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,2022,2022,1
Is There Someone Else?,The Weeknd,2022-01-06,199111,81,False,2024-02-02T17:30:27Z,unknown,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,4,2022,2022,1
"Quevedo: Bzrp Music Sessions, Vol. 52/66",Bizarrap;Quevedo,2022-07-06,198937,81,False,2022-07-22T04:23:49Z,"argentine trap,trap latino,urbano latino",0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4,2022,2022,1
Me Porto Bonito,Bad Bunny;Chencho Corleone,2022-05-06,178567,82,True,2022-06-19T18:50:09Z,"reggaeton,trap latino,urbano latino,latin",0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,2022,2022,1
N95,Kendrick Lamar,2022-05-13,195950,22,True,2022-05-15T16:16:02Z,"hip hop,west coast hip hop",0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,2022,2022,0
Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,2022-06-17,218364,81,True,2022-07-04T13:53:21Z,rap,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,2022,2022,1
About Damn Time,Lizzo,2022-04-14,191822,15,True,2022-05-05T02:49:52Z,unknown,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,2022,2022,0
Lavender Haze,Taylor Swift,2022-10-21,202395,72,True,2022-11-28T15:06:30Z,unknown,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,4,2022,2022,1
Envolver,Anitta,2021-11-11,193805,68,False,2022-03-26T02:01:18Z,"brazilian pop,funk pop,brazilian funk,funk carioca",0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,2022,2021,0
DESPECHÁ,ROSALÍA,2022-07-28,157017,72,True,2022-07-29T18:18:01Z,latin,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,4,2022,2022,1
Oh My God,Adele,2021-11-19,225148,73,False,2022-01-16T05:48:24Z,soft pop,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,2022,2021,1
abcdefu,GAYLE,2021-08-13,168601,73,True,2022-01-16T05:44:35Z,unknown,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,2022,2021,1
Cold Heart - PNAU Remix,Elton John;Dua Lipa;PNAU,2021-10-22,202735,69,False,2022-01-16T05:45:06Z,pop,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4,2022,2021,0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,2022-06-24,154486,68,False,2022-06-25T14:41:13Z,"soft pop,pop,k-pop",0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,2022,2022,0
Infinity,Jaymes Young,2017-06-23,237720,79,False,2022-01-16T05:45:59Z,unknown,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4,2022,2017,1
Sunroof,Nicky Youre;hey daisy,2021-11-26,163025,3,False,2022-07-15T04:18:52Z,unknown,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,4,2022,2021,0
I Ain't Worried,OneRepublic,2022-05-13,148485,82,False,2022-07-15T04:18:55Z,soft pop,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,2022,2022,1
